x,y,cell,kiln_count
77.75,13.25,NA,0
78.25,13.25,NA,0
78.75,13.25,NA,0
79.25,13.25,NA,0
79.75,13.25,NA,0
80.25,13.25,NA,0
75.25,12.75,NA,0
75.75,12.75,NA,0
76.25,12.75,NA,0
76.75,12.75,NA,0
77.25,12.75,NA,0
77.75,12.75,NA,0
78.25,12.75,NA,0
78.75,12.75,NA,0
79.25,12.75,NA,0
79.75,12.75,NA,0
92.75,12.75,NA,0
75.25,12.25,NA,0
75.75,12.25,NA,0
76.25,12.25,NA,0
76.75,12.25,NA,0
77.25,12.25,NA,0
77.75,12.25,NA,0
78.25,12.25,NA,0
78.75,12.25,NA,0
79.25,12.25,NA,0
79.75,12.25,NA,0
92.75,12.25,NA,0
75.75,11.75,NA,0
76.25,11.75,NA,0
76.75,11.75,NA,0
77.25,11.75,NA,0
77.75,11.75,NA,0
78.25,11.75,NA,0
78.75,11.75,NA,0
79.25,11.75,NA,0
79.75,11.75,NA,0
92.75,11.75,NA,0
76.25,11.25,NA,0
76.75,11.25,NA,0
77.25,11.25,NA,0
77.75,11.25,NA,0
78.25,11.25,NA,0
78.75,11.25,NA,0
79.25,11.25,NA,0
79.75,11.25,NA,0
76.25,10.75,NA,0
76.75,10.75,NA,0
77.25,10.75,NA,0
77.75,10.75,NA,0
78.25,10.75,NA,0
78.75,10.75,NA,0
79.25,10.75,NA,0
79.75,10.75,NA,0
76.25,10.25,NA,0
76.75,10.25,NA,0
77.25,10.25,NA,0
77.75,10.25,NA,0
78.25,10.25,NA,0
78.75,10.25,NA,0
79.25,10.25,NA,0
76.75,9.75,NA,0
77.25,9.75,NA,0
77.75,9.75,NA,0
78.25,9.75,NA,0
78.75,9.75,NA,0
76.75,9.25,NA,0
77.25,9.25,NA,0
77.75,9.25,NA,0
78.25,9.25,NA,0
78.75,9.25,NA,0
76.75,8.75,NA,0
77.25,8.75,NA,0
77.75,8.75,NA,0
77.25,8.25,NA,0
77.75,8.25,NA,0
