Establishment year,District,State/UT,Latitude,Longitude,Pincode,Post office name
20090330,Sikar,Rajasthan,27.65699959,75.58439636,332706,Guhala
20020530,Sikar,Rajasthan,27.66399956,75.58899689,332706,Guhala
20060322,Sikar,Rajasthan,27.65519905,75.5891037,332706,Guhala
0,Sikar,Rajasthan,27.66279984,75.59149933,332706,Guhala
20020327,Sikar,Rajasthan,27.65950012,75.59290314,332706,Guhala
20060407,Sikar,Rajasthan,27.66889954,75.60089874,332706,Guhala
20070410,Sikar,Rajasthan,27.66679955,75.60179901,332706,Guhala
20060306,Sikar,Rajasthan,27.66970062,75.60230255,332706,Guhala
20060322,Sikar,Rajasthan,27.66900063,75.60379791,332706,Guhala
20060306,Sikar,Rajasthan,27.67090034,75.60919952,332706,Guhala
20000414,Sikar,Rajasthan,27.67510033,75.61229706,332706,Guhala
20021005,Sikar,Rajasthan,27.66500092,75.64199829,332706,Guhala
0,Sikar,Rajasthan,27.65110016,75.64730072,332706,Guhala
20060322,Sikar,Rajasthan,27.6704998,75.67579651,332706,Guhala
20130127,Churu,Rajasthan,28.13430023,74.61360168,331022,Ratangarh
20101002,Churu,Rajasthan,28.74340057,75.23000336,331023,Sadulpur
20060124,Churu,Rajasthan,28.80579948,75.3227005,331023,Sadulpur
20100715,Churu,Rajasthan,28.74329948,75.34559631,331023,Sadulpur
0,Churu,Rajasthan,28.58530045,75.37640381,331023,Sadulpur
20121108,Churu,Rajasthan,28.67589951,75.4375,331023,Sadulpur
20100715,Churu,Rajasthan,28.6779995,75.44360352,331023,Sadulpur
20120423,Churu,Rajasthan,28.46610069,75.47149658,331305,Hamirwas
20130309,Churu,Rajasthan,28.46039963,75.4878006,331305,Hamirwas
20120313,Churu,Rajasthan,28.42140007,75.56900024,331305,Hamirwas
20050326,Churu,Rajasthan,28.82760048,74.99240112,331304,Taranagar Bazar
20130316,Churu,Rajasthan,28.6583004,75.09140015,331304,Taranagar Bazar
0,Churu,Rajasthan,28.04560089,74.49079895,331802,Rajaldesar
0,Jhunjhunun,Rajasthan,27.83740044,75.77770233,332711,Maonda RS
-1,Bikaner,Rajasthan,27.81089973,74.06109619,331803,Kalubas
20111106,Sikar,Rajasthan,27.5468998,74.92140198,332028,Sihot Badi
0,Bikaner,Rajasthan,28.11949921,72.46849823,334305,Bajju
20060423,Jhunjhunun,Rajasthan,28.23920059,75.61789703,333026,Chirawa
20040722,Jhunjhunun,Rajasthan,28.23760033,75.61840057,333026,Chirawa
20060322,Jhunjhunun,Rajasthan,28.25029945,75.61869812,333026,Chirawa
20051013,Jhunjhunun,Rajasthan,28.25209999,75.61940002,333026,Chirawa
20051013,Jhunjhunun,Rajasthan,28.21579933,75.65740204,333026,Chirawa
20051029,Jhunjhunun,Rajasthan,28.21310043,75.65910339,333026,Chirawa
0,Sikar,Rajasthan,27.59589958,75.57430267,332708,Kanwat Town
20011103,Sikar,Rajasthan,27.59970093,75.57479858,332708,Kanwat Town
20020530,Sikar,Rajasthan,27.59959984,75.5759964,332708,Kanwat Town
20011103,Sikar,Rajasthan,27.58449936,75.58360291,332708,Kanwat Town
20100112,Sikar,Rajasthan,27.58119965,75.6269989,332708,Kanwat Town
20060525,Jhunjhunun,Rajasthan,28.21069908,75.65380096,333027,Ardawata
20090306,Sikar,Rajasthan,27.51589966,75.4240036,332709,N.P.Khandela
20111217,Sikar,Rajasthan,27.53350067,75.43509674,332709,N.P.Khandela
19990122,Sikar,Rajasthan,27.54319954,75.44450378,332709,N.P.Khandela
20140919,Sikar,Rajasthan,27.57430077,75.44930267,332709,N.P.Khandela
20000305,Sikar,Rajasthan,27.55629921,75.45580292,332709,N.P.Khandela
0,Sikar,Rajasthan,27.55990028,75.46420288,332709,N.P.Khandela
0,Sikar,Rajasthan,27.55920029,75.46430206,332709,N.P.Khandela
20040908,Sikar,Rajasthan,27.57929993,75.4673996,332709,N.P.Khandela
20051114,Sikar,Rajasthan,27.56550026,75.46849823,332709,N.P.Khandela
20081012,Sikar,Rajasthan,27.55800056,75.4701004,332709,N.P.Khandela
19981205,Sikar,Rajasthan,27.57229996,75.47250366,332709,N.P.Khandela
20090407,Sikar,Rajasthan,27.55750084,75.47429657,332709,N.P.Khandela
20060407,Sikar,Rajasthan,27.57710075,75.47440338,332709,N.P.Khandela
19980315,Sikar,Rajasthan,27.57250023,75.47579956,332709,N.P.Khandela
20011103,Sikar,Rajasthan,27.57710075,75.48239899,332709,N.P.Khandela
20010308,Sikar,Rajasthan,27.57430077,75.48680115,332709,N.P.Khandela
19980220,Sikar,Rajasthan,27.58160019,75.50340271,332709,N.P.Khandela
20100715,Sikar,Rajasthan,27.58639908,75.53980255,332709,N.P.Khandela
19990311,Sikar,Rajasthan,27.56979942,75.55680084,332709,N.P.Khandela
20060322,Sikar,Rajasthan,27.58749962,75.55989838,332709,N.P.Khandela
0,Sikar,Rajasthan,27.58810043,75.56259918,332709,N.P.Khandela
0,Sikar,Rajasthan,27.58769989,75.56590271,332709,N.P.Khandela
19990412,Sikar,Rajasthan,27.58609962,75.56639862,332709,N.P.Khandela
20071019,Sikar,Rajasthan,27.58099937,75.56690216,332709,N.P.Khandela
20060306,Sikar,Rajasthan,27.58690071,75.57150269,332709,N.P.Khandela
19990122,Sikar,Rajasthan,27.58410072,75.57260132,332709,N.P.Khandela
20000125,Sikar,Rajasthan,27.5802002,75.57319641,332709,N.P.Khandela
19991029,Sikar,Rajasthan,27.58449936,75.57830048,332709,N.P.Khandela
0,Jhunjhunun,Rajasthan,28.33040047,75.67449951,333030,Kajara
20140405,Jhunjhunun,Rajasthan,28.33200073,75.67960358,333030,Kajara
20051130,Jhunjhunun,Rajasthan,28.33699989,75.6867981,333030,Kajara
20161104,Jhunjhunun,Rajasthan,28.34280014,75.69339752,333030,Kajara
20090423,Jhunjhunun,Rajasthan,28.29710007,75.70230103,333030,Kajara
0,Jhunjhunun,Rajasthan,28.34300041,75.70439911,333030,Kajara
-1,Jhunjhunun,Rajasthan,28.34620094,75.71420288,333030,Kajara
20090322,Jhunjhunun,Rajasthan,28.1692009,75.2888031,333001,Jhunjhunu
20090407,Jhunjhunun,Rajasthan,28.06719971,75.4190979,333001,Jhunjhunu
20020311,Jhunjhunun,Rajasthan,28.21229935,75.37249756,333023,Bagar
20050114,Jhunjhunun,Rajasthan,28.21279907,75.37460327,333023,Bagar
0,Jhunjhunun,Rajasthan,28.21680069,75.37930298,333023,Bagar
20090306,Jhunjhunun,Rajasthan,28.21820068,75.39659882,333023,Bagar
20100823,Jhunjhunun,Rajasthan,28.22249985,75.40280151,333023,Bagar
19990327,Jhunjhunun,Rajasthan,28.2133007,75.40830231,333023,Bagar
20030501,Jhunjhunun,Rajasthan,28.21820068,75.40879822,333023,Bagar
20090202,Jhunjhunun,Rajasthan,28.22340012,75.4095993,333023,Bagar
20100715,Jhunjhunun,Rajasthan,28.2159996,75.4095993,333023,Bagar
20120423,Jhunjhunun,Rajasthan,28.24440002,75.41570282,333023,Bagar
20090306,Jhunjhunun,Rajasthan,28.21380043,75.41609955,333023,Bagar
20100212,Jhunjhunun,Rajasthan,28.32130051,75.42389679,333025,Mandrella
20051004,Jhunjhunun,Rajasthan,28.35470009,75.42579651,333025,Mandrella
20100816,Jhunjhunun,Rajasthan,28.34799957,75.4285965,333025,Mandrella
20060814,Jhunjhunun,Rajasthan,28.3185997,75.45079803,333025,Mandrella
20100715,Jhunjhunun,Rajasthan,28.3253994,75.47920227,333025,Mandrella
20140224,Jhunjhunun,Rajasthan,28.32530022,75.48079681,333025,Mandrella
20111022,Jhunjhunun,Rajasthan,28.24489975,75.82620239,333033,Jakhod
20090704,Jhunjhunun,Rajasthan,28.2548008,75.83550262,333033,Jakhod
20120322,Jhunjhunun,Rajasthan,28.25449944,75.83630371,333033,Jakhod
20170920,Jhunjhunun,Rajasthan,28.42720032,75.69419861,333031,V.V. Pilani
20110928,Jhunjhunun,Rajasthan,28.01199913,75.60440063,333514,Jasrapur
0,Bikaner,Rajasthan,28.76429939,72.81800079,334021,Chhatararh
20130102,Bikaner,Rajasthan,28.07530022,73.42150116,334022,Udasar
-1,Bikaner,Rajasthan,28.0529995,73.62400055,334022,Udasar
0,Bikaner,Rajasthan,27.67210007,73.3946991,334801,Deshnoke
20080901,Bikaner,Rajasthan,27.75970078,73.52420044,334801,Deshnoke
0,Bikaner,Rajasthan,28.44799995,72.29640198,334023,Khajuwala
0,Bikaner,Rajasthan,28.70999908,72.62319946,334023,Khajuwala
0,Bikaner,Rajasthan,28.66600037,72.45149994,334023,Khajuwala
20120912,Bikaner,Rajasthan,28.6432991,72.49960327,334023,Khajuwala
20000319,Bikaner,Rajasthan,28.63890076,72.50489807,334023,Khajuwala
0,Bikaner,Rajasthan,28.49180031,72.51309967,334023,Khajuwala
19960503,Bikaner,Rajasthan,28.79459953,72.52690125,334023,Khajuwala
-1,Bikaner,Rajasthan,28.79680061,72.54889679,334023,Khajuwala
20110808,Bikaner,Rajasthan,28.59790039,72.55599976,334023,Khajuwala
20110325,Bikaner,Rajasthan,28.63990021,72.56770325,334023,Khajuwala
19911207,Bikaner,Rajasthan,28.82080078,72.5759964,334023,Khajuwala
20160821,Bikaner,Rajasthan,28.76930046,72.57830048,334023,Khajuwala
20070323,Bikaner,Rajasthan,28.7147007,72.58499908,334023,Khajuwala
20140629,Bikaner,Rajasthan,28.71389961,72.58709717,334023,Khajuwala
19990410,Bikaner,Rajasthan,28.71409988,72.58850098,334023,Khajuwala
20130307,Bikaner,Rajasthan,28.79879951,72.59269714,334023,Khajuwala
20101203,Bikaner,Rajasthan,28.74200058,72.59300232,334023,Khajuwala
20090312,Bikaner,Rajasthan,28.78890038,72.59790039,334023,Khajuwala
20121030,Bikaner,Rajasthan,28.73349953,72.60030365,334023,Khajuwala
20130404,Bikaner,Rajasthan,28.73509979,72.60019684,334023,Khajuwala
20090412,Bikaner,Rajasthan,28.82670021,72.60040283,334023,Khajuwala
20050402,Bikaner,Rajasthan,28.7262001,72.60119629,334023,Khajuwala
20131016,Bikaner,Rajasthan,28.72380066,72.6013031,334023,Khajuwala
20090303,Bikaner,Rajasthan,28.78120041,72.60160065,334023,Khajuwala
20120224,Bikaner,Rajasthan,28.79640007,72.60189819,334023,Khajuwala
20061005,Bikaner,Rajasthan,28.74900055,72.60279846,334023,Khajuwala
20130501,Bikaner,Rajasthan,28.74430084,72.60310364,334023,Khajuwala
20060327,Bikaner,Rajasthan,28.72960091,72.60320282,334023,Khajuwala
20160930,Bikaner,Rajasthan,28.75559998,72.603302,334023,Khajuwala
20130408,Bikaner,Rajasthan,28.79780006,72.60320282,334023,Khajuwala
20070307,Bikaner,Rajasthan,28.73789978,72.60340118,334023,Khajuwala
0,Bikaner,Rajasthan,28.69799995,72.60579681,334023,Khajuwala
0,Bikaner,Rajasthan,28.71369934,72.60800171,334023,Khajuwala
19990410,Bikaner,Rajasthan,28.69650078,72.6085968,334023,Khajuwala
19970420,Bikaner,Rajasthan,28.71459961,72.60910034,334023,Khajuwala
20030420,Bikaner,Rajasthan,28.71030045,72.61199951,334023,Khajuwala
20010306,Bikaner,Rajasthan,28.69260025,72.61299896,334023,Khajuwala
20090412,Bikaner,Rajasthan,28.82180023,72.61470032,334023,Khajuwala
20120523,Bikaner,Rajasthan,28.79240036,72.61630249,334023,Khajuwala
20071008,Bikaner,Rajasthan,28.79409981,72.61689758,334023,Khajuwala
20050119,Bikaner,Rajasthan,28.86459923,72.61859894,334023,Khajuwala
20100130,Bikaner,Rajasthan,28.68840027,72.62069702,334023,Khajuwala
20120726,Bikaner,Rajasthan,28.8246994,72.62259674,334023,Khajuwala
20080325,Bikaner,Rajasthan,28.68880081,72.62329865,334023,Khajuwala
20120726,Bikaner,Rajasthan,28.82500076,72.62390137,334023,Khajuwala
20130125,Bikaner,Rajasthan,28.72839928,72.62619781,334023,Khajuwala
0,Bikaner,Rajasthan,28.72599983,72.62709808,334023,Khajuwala
20130307,Bikaner,Rajasthan,28.72270012,72.62729645,334023,Khajuwala
20140731,Bikaner,Rajasthan,28.68670082,72.62969971,334023,Khajuwala
0,Bikaner,Rajasthan,28.68129921,72.63349915,334023,Khajuwala
20090216,Bikaner,Rajasthan,28.68300056,72.6371994,334023,Khajuwala
19970801,Bikaner,Rajasthan,28.6875,72.64530182,334023,Khajuwala
20131009,Bikaner,Rajasthan,28.83289909,72.67340088,334023,Khajuwala
20051214,Bikaner,Rajasthan,28.66729927,72.67829895,334023,Khajuwala
20150617,Bikaner,Rajasthan,28.66500092,72.68740082,334023,Khajuwala
20131110,Bikaner,Rajasthan,28.6576004,72.69270325,334023,Khajuwala
20120827,Bikaner,Rajasthan,28.75060081,72.72509766,334023,Khajuwala
20151205,Bikaner,Rajasthan,28.47139931,72.98220062,334023,Khajuwala
20051207,Hanumangarh,Rajasthan,29.53339958,74.56749725,335525,Talwara Jheel
20101002,Hanumangarh,Rajasthan,29.47970009,74.57800293,335525,Talwara Jheel
20020910,Hanumangarh,Rajasthan,29.51370049,74.60189819,335525,Talwara Jheel
0,Bikaner,Rajasthan,27.75230026,72.44309998,334303,Diyatra
0,Bikaner,Rajasthan,27.87380028,72.81469727,334303,Diyatra
0,Bikaner,Rajasthan,27.87369919,72.81680298,334303,Diyatra
0,Bikaner,Rajasthan,27.87380028,72.81929779,334303,Diyatra
20010407,Bikaner,Rajasthan,27.87540054,72.82360077,334303,Diyatra
0,Bikaner,Rajasthan,27.87179947,72.84230042,334303,Diyatra
0,Bikaner,Rajasthan,27.86980057,72.8423996,334303,Diyatra
0,Bikaner,Rajasthan,27.87280083,72.84279633,334303,Diyatra
20101204,Bikaner,Rajasthan,27.88240051,72.84369659,334303,Diyatra
0,Bikaner,Rajasthan,27.87059975,72.84539795,334303,Diyatra
0,Bikaner,Rajasthan,27.87459946,72.84570313,334303,Diyatra
0,Bikaner,Rajasthan,27.87389946,72.84580231,334303,Diyatra
0,Bikaner,Rajasthan,27.87199974,72.84649658,334303,Diyatra
19930714,Bikaner,Rajasthan,27.87059975,72.84649658,334303,Diyatra
0,Bikaner,Rajasthan,27.87439919,72.84660339,334303,Diyatra
20060421,Bikaner,Rajasthan,27.87770081,72.84790039,334303,Diyatra
0,Bikaner,Rajasthan,27.87450027,72.84929657,334303,Diyatra
0,Bikaner,Rajasthan,27.87779999,72.84960175,334303,Diyatra
0,Bikaner,Rajasthan,27.87170029,72.85089874,334303,Diyatra
0,Bikaner,Rajasthan,27.87339973,72.85089874,334303,Diyatra
19921202,Bikaner,Rajasthan,27.85829926,72.88929749,334303,Diyatra
0,Bikaner,Rajasthan,27.85829926,72.89029694,334303,Diyatra
20100923,Bikaner,Rajasthan,27.8470993,72.89050293,334303,Diyatra
20060216,Bikaner,Rajasthan,27.84950066,72.89369965,334303,Diyatra
20060216,Bikaner,Rajasthan,27.85219955,72.89569855,334303,Diyatra
0,Bikaner,Rajasthan,27.85330009,72.89579773,334303,Diyatra
20100611,Bikaner,Rajasthan,27.85460091,72.89600372,334303,Diyatra
20030920,Bikaner,Rajasthan,27.85079956,72.89640045,334303,Diyatra
0,Bikaner,Rajasthan,27.8526001,72.89749908,334303,Diyatra
20130611,Bikaner,Rajasthan,27.86240005,72.89880371,334303,Diyatra
0,Bikaner,Rajasthan,27.84230042,72.90219879,334303,Diyatra
0,Bikaner,Rajasthan,27.84440041,72.90660095,334303,Diyatra
0,Bikaner,Rajasthan,27.84490013,72.90769958,334303,Diyatra
20051128,Bikaner,Rajasthan,27.8451004,72.9088974,334303,Diyatra
0,Bikaner,Rajasthan,27.8458004,72.91020203,334303,Diyatra
20090811,Bikaner,Rajasthan,27.84630013,72.91130066,334303,Diyatra
0,Bikaner,Rajasthan,27.8512001,72.91200256,334303,Diyatra
20130307,Bikaner,Rajasthan,27.45479965,73.36049652,334803,Nokha
20090413,Bikaner,Rajasthan,27.55620003,73.43920135,334803,Nokha
20130416,Ganganagar,Rajasthan,30.02429962,73.76119995,335001,Sriganganagar
20040501,Ganganagar,Rajasthan,30.04500008,73.81430054,335001,Sriganganagar
19980509,Ganganagar,Rajasthan,29.95149994,73.82649994,335001,Sriganganagar
0,Ganganagar,Rajasthan,29.95499992,73.86299896,335001,Sriganganagar
0,Ganganagar,Rajasthan,29.99060059,73.86370087,335001,Sriganganagar
20111215,Ganganagar,Rajasthan,30.01309967,73.86380005,335001,Sriganganagar
0,Ganganagar,Rajasthan,29.99169922,73.86569977,335001,Sriganganagar
20000919,Ganganagar,Rajasthan,30.01409912,73.86640167,335001,Sriganganagar
0,Ganganagar,Rajasthan,30.02589989,73.86789703,335001,Sriganganagar
0,Ganganagar,Rajasthan,30.0632,73.87159729,335001,Sriganganagar
20051027,Ganganagar,Rajasthan,30.08119965,73.87329865,335001,Sriganganagar
0,Ganganagar,Rajasthan,29.87739944,73.87439728,335001,Sriganganagar
20090421,Ganganagar,Rajasthan,29.97990036,73.8927002,335001,Sriganganagar
20050418,Ganganagar,Rajasthan,30.06679916,73.89679718,335001,Sriganganagar
20100830,Ganganagar,Rajasthan,30.08919907,73.91609955,335001,Sriganganagar
20040330,Ganganagar,Rajasthan,29.87129974,73.93569946,335001,Sriganganagar
20080418,Ganganagar,Rajasthan,29.86949921,73.9516983,335001,Sriganganagar
20040501,Ganganagar,Rajasthan,29.87590027,73.95780182,335001,Sriganganagar
0,Ganganagar,Rajasthan,29.87779999,73.95780182,335001,Sriganganagar
20120523,Ganganagar,Rajasthan,29.95980072,73.96019745,335001,Sriganganagar
20090507,Ganganagar,Rajasthan,29.95899963,73.97309875,335001,Sriganganagar
20131123,Ganganagar,Rajasthan,29.94750023,73.9890976,335001,Sriganganagar
20031123,Ganganagar,Rajasthan,29.92370033,73.9910965,335001,Sriganganagar
20121030,Ganganagar,Rajasthan,29.92370033,73.99690247,335001,Sriganganagar
0,Ganganagar,Rajasthan,29.44709969,73.32289886,335021,Bishanpura
0,Ganganagar,Rajasthan,29.5557003,73.37529755,335021,Bishanpura
20040330,Ganganagar,Rajasthan,29.88750076,73.7417984,335022,Chunawadh
19970911,Ganganagar,Rajasthan,29.84020042,73.75260162,335022,Chunawadh
0,Ganganagar,Rajasthan,29.85180092,73.76699829,335022,Chunawadh
20050402,Ganganagar,Rajasthan,29.86129951,73.77809906,335022,Chunawadh
20090413,Ganganagar,Rajasthan,29.80879974,73.78089905,335022,Chunawadh
0,Ganganagar,Rajasthan,29.86910057,73.78939819,335022,Chunawadh
20090912,Ganganagar,Rajasthan,29.90600014,73.53510284,335023,Dalpatsinghpur
20080418,Ganganagar,Rajasthan,29.89010048,73.57499695,335023,Dalpatsinghpur
20070915,Ganganagar,Rajasthan,29.84860039,73.58999634,335023,Dalpatsinghpur
0,Ganganagar,Rajasthan,29.8946991,73.5963974,335023,Dalpatsinghpur
20080418,Ganganagar,Rajasthan,29.87549973,73.60820007,335023,Dalpatsinghpur
-1,Ganganagar,Rajasthan,29.8708992,73.62409973,335023,Dalpatsinghpur
20120523,Ganganagar,Rajasthan,29.76049995,73.43209839,335024,Gajsinghpur
19951109,Ganganagar,Rajasthan,29.63669968,73.43689728,335024,Gajsinghpur
0,Ganganagar,Rajasthan,29.64929962,73.45030212,335024,Gajsinghpur
20071220,Ganganagar,Rajasthan,29.77529907,73.45200348,335024,Gajsinghpur
20050402,Ganganagar,Rajasthan,29.76140022,73.45469666,335024,Gajsinghpur
0,Ganganagar,Rajasthan,29.7614994,73.45610046,335024,Gajsinghpur
19990410,Ganganagar,Rajasthan,29.65979958,73.47619629,335024,Gajsinghpur
20120523,Ganganagar,Rajasthan,29.76049995,73.47869873,335024,Gajsinghpur
0,Ganganagar,Rajasthan,29.62989998,73.83129883,335025,Ganeshgarh
20060827,Ganganagar,Rajasthan,29.73069954,73.84519958,335025,Ganeshgarh
20011008,Ganganagar,Rajasthan,29.73970032,73.85410309,335025,Ganeshgarh
0,Ganganagar,Rajasthan,29.74200058,73.86329651,335025,Ganeshgarh
20130502,Ganganagar,Rajasthan,29.74290085,73.86340332,335025,Ganeshgarh
20041024,Ganganagar,Rajasthan,29.74430084,73.86699677,335025,Ganeshgarh
20130822,Ganganagar,Rajasthan,29.6534996,73.87390137,335025,Ganeshgarh
20100713,Ganganagar,Rajasthan,29.67900085,73.87460327,335025,Ganeshgarh
0,Ganganagar,Rajasthan,29.73990059,73.87470245,335025,Ganeshgarh
20160228,Ganganagar,Rajasthan,29.66939926,73.87660217,335025,Ganeshgarh
0,Ganganagar,Rajasthan,29.65480042,73.87670135,335025,Ganeshgarh
0,Ganganagar,Rajasthan,29.65800095,73.87689972,335025,Ganeshgarh
19990221,Ganganagar,Rajasthan,29.69759941,73.87740326,335025,Ganeshgarh
19970911,Ganganagar,Rajasthan,29.70800018,73.87879944,335025,Ganeshgarh
19960128,Ganganagar,Rajasthan,29.75329971,73.87889862,335025,Ganeshgarh
20081019,Ganganagar,Rajasthan,29.64340019,73.8792038,335025,Ganeshgarh
20051214,Ganganagar,Rajasthan,29.66080093,73.87989807,335025,Ganeshgarh
20090904,Ganganagar,Rajasthan,29.68169975,73.88240051,335025,Ganeshgarh
20071118,Ganganagar,Rajasthan,29.66390038,73.89479828,335025,Ganeshgarh
20010618,Ganganagar,Rajasthan,29.66399956,73.8973999,335025,Ganeshgarh
20030803,Ganganagar,Rajasthan,29.69910049,73.97579956,335025,Ganeshgarh
20031107,Ganganagar,Rajasthan,29.68980026,73.98290253,335025,Ganeshgarh
20090413,Ganganagar,Rajasthan,29.77860069,73.95400238,335037,Lalgarh Jatan
19980322,Ganganagar,Rajasthan,29.78639984,73.95410156,335037,Lalgarh Jatan
20130408,Ganganagar,Rajasthan,29.78429985,73.98020172,335037,Lalgarh Jatan
20040501,Ganganagar,Rajasthan,29.78070068,73.99089813,335037,Lalgarh Jatan
20090413,Ganganagar,Rajasthan,29.80780029,74.02819824,335037,Lalgarh Jatan
20090413,Ganganagar,Rajasthan,29.80760002,74.02970123,335037,Lalgarh Jatan
19930409,Ganganagar,Rajasthan,29.83810043,74.03559875,335037,Lalgarh Jatan
0,Ganganagar,Rajasthan,29.81069946,74.04550171,335037,Lalgarh Jatan
20100627,Ganganagar,Rajasthan,29.78050041,74.05210114,335037,Lalgarh Jatan
20100315,Ganganagar,Rajasthan,29.7534008,74.08029938,335037,Lalgarh Jatan
20080825,Ganganagar,Rajasthan,29.7451992,74.08809662,335037,Lalgarh Jatan
20130417,Ganganagar,Rajasthan,29.75139999,74.08940125,335037,Lalgarh Jatan
-1,Ganganagar,Rajasthan,29.79820061,74.11399841,335037,Lalgarh Jatan
20080411,Ganganagar,Rajasthan,29.81030083,74.1190033,335037,Lalgarh Jatan
20071204,Ganganagar,Rajasthan,29.5781002,73.51869965,335039,Mukalawa
19970911,Ganganagar,Rajasthan,29.52179909,73.62969971,335039,Mukalawa
20120405,Ganganagar,Rajasthan,29.53639984,73.6414032,335039,Mukalawa
20020621,Ganganagar,Rajasthan,29.52409935,73.65180206,335039,Mukalawa
20130502,Ganganagar,Rajasthan,29.82080078,73.5223999,335040,Nizampura
20051027,Ganganagar,Rajasthan,29.81310081,73.57949829,335040,Nizampura
19960401,Ganganagar,Rajasthan,29.7656002,73.58570099,335040,Nizampura
20140708,Ganganagar,Rajasthan,29.32299995,73.59429932,335702,Jetsar
20101204,Ganganagar,Rajasthan,29.32530022,73.59539795,335702,Jetsar
0,Ganganagar,Rajasthan,29.32439995,73.60089874,335702,Jetsar
20020504,Ganganagar,Rajasthan,29.32430077,73.63200378,335702,Jetsar
20080309,Ganganagar,Rajasthan,29.32869911,73.64109802,335702,Jetsar
20040330,Ganganagar,Rajasthan,29.32760048,73.64219666,335702,Jetsar
20060304,Ganganagar,Rajasthan,29.31959915,73.64379883,335702,Jetsar
20070323,Ganganagar,Rajasthan,29.32449913,73.64499664,335702,Jetsar
19990325,Ganganagar,Rajasthan,29.3227005,73.64620209,335702,Jetsar
20070915,Ganganagar,Rajasthan,29.32309914,73.64730072,335702,Jetsar
0,Ganganagar,Rajasthan,29.32329941,73.64880371,335702,Jetsar
20041008,Ganganagar,Rajasthan,29.32449913,73.65119934,335702,Jetsar
0,Ganganagar,Rajasthan,29.32259941,73.65149689,335702,Jetsar
20020504,Ganganagar,Rajasthan,29.32309914,73.65280151,335702,Jetsar
0,Ganganagar,Rajasthan,29.32439995,73.6529007,335702,Jetsar
20050925,Ganganagar,Rajasthan,29.32299995,73.65370178,335702,Jetsar
20130830,Ganganagar,Rajasthan,29.32189941,73.65399933,335702,Jetsar
20050418,Ganganagar,Rajasthan,29.33650017,73.65619659,335702,Jetsar
20050520,Ganganagar,Rajasthan,29.32760048,73.65630341,335702,Jetsar
20051214,Ganganagar,Rajasthan,29.32209969,73.65640259,335702,Jetsar
19980509,Ganganagar,Rajasthan,29.33239937,73.6576004,335702,Jetsar
20020504,Ganganagar,Rajasthan,29.32449913,73.65899658,335702,Jetsar
20080418,Ganganagar,Rajasthan,29.32329941,73.65920258,335702,Jetsar
20100627,Ganganagar,Rajasthan,29.32939911,73.65950012,335702,Jetsar
20051214,Ganganagar,Rajasthan,29.33659935,73.66000366,335702,Jetsar
20051214,Ganganagar,Rajasthan,29.31839943,73.66429901,335702,Jetsar
19980407,Ganganagar,Rajasthan,29.34840012,73.67310333,335702,Jetsar
20080418,Ganganagar,Rajasthan,29.34959984,73.67549896,335702,Jetsar
20081003,Ganganagar,Rajasthan,29.35099983,73.68219757,335702,Jetsar
19961010,Ganganagar,Rajasthan,29.54700089,73.37660217,335051,Raisinghnagar
0,Ganganagar,Rajasthan,29.54089928,73.3891983,335051,Raisinghnagar
20041008,Ganganagar,Rajasthan,29.5515995,73.39360046,335051,Raisinghnagar
20100713,Ganganagar,Rajasthan,29.52300072,73.39499664,335051,Raisinghnagar
0,Ganganagar,Rajasthan,29.55220032,73.39620209,335051,Raisinghnagar
20101025,Ganganagar,Rajasthan,29.53109932,73.39759827,335051,Raisinghnagar
-1,Ganganagar,Rajasthan,29.54459953,73.42649841,335051,Raisinghnagar
20100416,Ganganagar,Rajasthan,29.58209991,73.44660187,335051,Raisinghnagar
20130409,Ganganagar,Rajasthan,29.43490028,73.44740295,335051,Raisinghnagar
20120523,Ganganagar,Rajasthan,29.57080078,73.45189667,335051,Raisinghnagar
0,Ganganagar,Rajasthan,29.51169968,73.45379639,335051,Raisinghnagar
20130721,Ganganagar,Rajasthan,29.48489952,73.46250153,335051,Raisinghnagar
20100627,Ganganagar,Rajasthan,29.57830048,73.47380066,335051,Raisinghnagar
20020723,Ganganagar,Rajasthan,29.58749962,73.50109863,335051,Raisinghnagar
0,Ganganagar,Rajasthan,29.54640007,73.50550079,335051,Raisinghnagar
20111124,Ganganagar,Rajasthan,29.44890022,73.5161972,335051,Raisinghnagar
20100416,Ganganagar,Rajasthan,29.61289978,73.72720337,335061,Ridmalsar
20061014,Ganganagar,Rajasthan,29.53310013,73.73210144,335061,Ridmalsar
20100713,Ganganagar,Rajasthan,29.56459999,73.7736969,335061,Ridmalsar
20040314,Ganganagar,Rajasthan,29.91460037,74.0802002,335062,Sadulshahar
19990426,Ganganagar,Rajasthan,29.91449928,74.08370209,335062,Sadulshahar
20140412,Ganganagar,Rajasthan,29.89559937,74.09590149,335062,Sadulshahar
20070923,Ganganagar,Rajasthan,29.90999985,74.1115036,335062,Sadulshahar
20130721,Ganganagar,Rajasthan,29.94070053,74.12359619,335062,Sadulshahar
20100212,Ganganagar,Rajasthan,29.94059944,74.1309967,335062,Sadulshahar
20120405,Ganganagar,Rajasthan,29.95129967,74.13780212,335062,Sadulshahar
20111231,Ganganagar,Rajasthan,29.83110046,74.15219879,335062,Sadulshahar
20080411,Ganganagar,Rajasthan,29.87639999,74.16880035,335062,Sadulshahar
